"30101-0000000135","SAL","2021-10-07 22:43:55","8042","4550344295663","11","-1","10","2021-10-07 22:43:55","TL"
Transaction Number,Transaction Type,Transaction Date Time,Vending Machine ID,JAN,Old Quantity,Transaction Quantity,New Quantity,Last Updated Date,Last Updated By
Transaction Number,Transaction Type,Transaction Date Time,Vending Machine ID,JAN,Old Quantity,Transaction Quantity,New Quantity,Last Updated Date,Last Updated By
Transaction Number,Transaction Type,Transaction Date Time,Vending Machine ID,JAN,Old Quantity,Transaction Quantity,New Quantity,Last Updated Date,Last Updated By
Transaction Number,Transaction Type,Transaction Date Time,Vending Machine ID,JAN,Old Quantity,Transaction Quantity,New Quantity,Last Updated Date,Last Updated By
Transaction Number,Transaction Type,Transaction Date Time,Vending Machine ID,JAN,Old Quantity,Transaction Quantity,New Quantity,Last Updated Date,Last Updated By
Transaction Number,Transaction Type,Transaction Date Time,Vending Machine ID,JAN,Old Quantity,Transaction Quantity,New Quantity,Last Updated Date,Last Updated By
Transaction Number,Transaction Type,Transaction Date Time,Vending Machine ID,JAN,Old Quantity,Transaction Quantity,New Quantity,Last Updated Date,Last Updated By
Transaction Number,Transaction Type,Transaction Date Time,Vending Machine ID,JAN,Old Quantity,Transaction Quantity,New Quantity,Last Updated Date,Last Updated By
Transaction Number,Transaction Type,Transaction Date Time,Vending Machine ID,JAN,Old Quantity,Transaction Quantity,New Quantity,Last Updated Date,Last Updated By
Transaction Number,Transaction Type,Transaction Date Time,Vending Machine ID,JAN,Old Quantity,Transaction Quantity,New Quantity,Last Updated Date,Last Updated By
Transaction Number,Transaction Type,Transaction Date Time,Vending Machine ID,JAN,Old Quantity,Transaction Quantity,New Quantity,Last Updated Date,Last Updated By
Transaction Number,Transaction Type,Transaction Date Time,Vending Machine ID,JAN,Old Quantity,Transaction Quantity,New Quantity,Last Updated Date,Last Updated By
Transaction Number,Transaction Type,Transaction Date Time,Vending Machine ID,JAN,Old Quantity,Transaction Quantity,New Quantity,Last Updated Date,Last Updated By
Transaction Number,Transaction Type,Transaction Date Time,Vending Machine ID,JAN,Old Quantity,Transaction Quantity,New Quantity,Last Updated Date,Last Updated By
Transaction Number,Transaction Type,Transaction Date Time,Vending Machine ID,JAN,Old Quantity,Transaction Quantity,New Quantity,Last Updated Date,Last Updated By
Transaction Number,Transaction Type,Transaction Date Time,Vending Machine ID,JAN,Old Quantity,Transaction Quantity,New Quantity,Last Updated Date,Last Updated By
Transaction Number,Transaction Type,Transaction Date Time,Vending Machine ID,JAN,Old Quantity,Transaction Quantity,New Quantity,Last Updated Date,Last Updated By
Transaction Number,Transaction Type,Transaction Date Time,Vending Machine ID,JAN,Old Quantity,Transaction Quantity,New Quantity,Last Updated Date,Last Updated By
Transaction Number,Transaction Type,Transaction Date Time,Vending Machine ID,JAN,Old Quantity,Transaction Quantity,New Quantity,Last Updated Date,Last Updated By
Transaction Number,Transaction Type,Transaction Date Time,Vending Machine ID,JAN,Old Quantity,Transaction Quantity,New Quantity,Last Updated Date,Last Updated By
Transaction Number,Transaction Type,Transaction Date Time,Vending Machine ID,JAN,Old Quantity,Transaction Quantity,New Quantity,Last Updated Date,Last Updated By
Transaction Number,Transaction Type,Transaction Date Time,Vending Machine ID,JAN,Old Quantity,Transaction Quantity,New Quantity,Last Updated Date,Last Updated By
Transaction Number,Transaction Type,Transaction Date Time,Vending Machine ID,JAN,Old Quantity,Transaction Quantity,New Quantity,Last Updated Date,Last Updated By
Transaction Number,Transaction Type,Transaction Date Time,Vending Machine ID,JAN,Old Quantity,Transaction Quantity,New Quantity,Last Updated Date,Last Updated By
Transaction Number,Transaction Type,Transaction Date Time,Vending Machine ID,JAN,Old Quantity,Transaction Quantity,New Quantity,Last Updated Date,Last Updated By
Transaction Number,Transaction Type,Transaction Date Time,Vending Machine ID,JAN,Old Quantity,Transaction Quantity,New Quantity,Last Updated Date,Last Updated By
Transaction Number,Transaction Type,Transaction Date Time,Vending Machine ID,JAN,Old Quantity,Transaction Quantity,New Quantity,Last Updated Date,Last Updated By
Transaction Number,Transaction Type,Transaction Date Time,Vending Machine ID,JAN,Old Quantity,Transaction Quantity,New Quantity,Last Updated Date,Last Updated By
Transaction Number,Transaction Type,Transaction Date Time,Vending Machine ID,JAN,Old Quantity,Transaction Quantity,New Quantity,Last Updated Date,Last Updated By
Transaction Number,Transaction Type,Transaction Date Time,Vending Machine ID,JAN,Old Quantity,Transaction Quantity,New Quantity,Last Updated Date,Last Updated By
Transaction Number,Transaction Type,Transaction Date Time,Vending Machine ID,JAN,Old Quantity,Transaction Quantity,New Quantity,Last Updated Date,Last Updated By
Transaction Number,Transaction Type,Transaction Date Time,Vending Machine ID,JAN,Old Quantity,Transaction Quantity,New Quantity,Last Updated Date,Last Updated By
Transaction Number,Transaction Type,Transaction Date Time,Vending Machine ID,JAN,Old Quantity,Transaction Quantity,New Quantity,Last Updated Date,Last Updated By
Transaction Number,Transaction Type,Transaction Date Time,Vending Machine ID,JAN,Old Quantity,Transaction Quantity,New Quantity,Last Updated Date,Last Updated By
Transaction Number,Transaction Type,Transaction Date Time,Vending Machine ID,JAN,Old Quantity,Transaction Quantity,New Quantity,Last Updated Date,Last Updated By
Transaction Number,Transaction Type,Transaction Date Time,Vending Machine ID,JAN,Old Quantity,Transaction Quantity,New Quantity,Last Updated Date,Last Updated By
Transaction Number,Transaction Type,Transaction Date Time,Vending Machine ID,JAN,Old Quantity,Transaction Quantity,New Quantity,Last Updated Date,Last Updated By
Transaction Number,Transaction Type,Transaction Date Time,Vending Machine ID,JAN,Old Quantity,Transaction Quantity,New Quantity,Last Updated Date,Last Updated By
Transaction Number,Transaction Type,Transaction Date Time,Vending Machine ID,JAN,Old Quantity,Transaction Quantity,New Quantity,Last Updated Date,Last Updated By
Transaction Number,Transaction Type,Transaction Date Time,Vending Machine ID,JAN,Old Quantity,Transaction Quantity,New Quantity,Last Updated Date,Last Updated By
Transaction Number,Transaction Type,Transaction Date Time,Vending Machine ID,JAN,Old Quantity,Transaction Quantity,New Quantity,Last Updated Date,Last Updated By
Transaction Number,Transaction Type,Transaction Date Time,Vending Machine ID,JAN,Old Quantity,Transaction Quantity,New Quantity,Last Updated Date,Last Updated By
Transaction Number,Transaction Type,Transaction Date Time,Vending Machine ID,JAN,Old Quantity,Transaction Quantity,New Quantity,Last Updated Date,Last Updated By
Transaction Number,Transaction Type,Transaction Date Time,Vending Machine ID,JAN,Old Quantity,Transaction Quantity,New Quantity,Last Updated Date,Last Updated By
Transaction Number,Transaction Type,Transaction Date Time,Vending Machine ID,JAN,Old Quantity,Transaction Quantity,New Quantity,Last Updated Date,Last Updated By
Transaction Number,Transaction Type,Transaction Date Time,Vending Machine ID,JAN,Old Quantity,Transaction Quantity,New Quantity,Last Updated Date,Last Updated By
